NGO,Counsel,Weight
Speaker of the Legislative Assembly of Ontario,Catherine Beagan Flood,1
Speaker of the Legislative Assembly of Ontario,Christopher DiMatteo,1
Speaker of the Legislative Assembly of Ontario,Emily Hazlett,1
Speaker of the Senate,Anne Burgess,1
Speaker of the Senate,Marc-André Roy,1
Speaker of the Senate,Maxime Faille,1
Start Proud,Frances Mahon,1
Start Proud,Marlys A. Edwardh,1
Start Proud,Vanessa Payne,1
Superintendent of Bankruptcy,Roy Lee,1
Superintendent of Bankruptcy,Zoe Oxaal,1
"Syndicat canadien de la fonction publique, section locale 3642, Chantal Bourdon, Conseil d'intervention pour l'accès des femmes au travail (CIAFT) du Québec inc., Association des psychologues du Québec",Annick Desjardins,1
"Syndicat des employé(e)s de l'Université de Montréal, Sylvie Goyer, Conseil provincial des affaires sociales, Johanne Harrell, Josée Saint-Pierre, Ghyslaine Doré, Conseil provincial du soutien scolaire, Louise Paquin, Lucie Fortin",Annick Desjardins,1
"Syndicat des employées et employés professionnels-les et de bureau (CTC-FTQ), section locale 578, Lise Audet, Syndicat québécois des employées et employés de service, section locale 298 (FTQ)",Annick Desjardins,1
"Syndicat des professionnelles et professionnels de Laval-Rive-Nord, SCFP 5222, Syndicat des fonctionnaires municipaux de Montréal (SCFP), section locale 429, Section locale 3134 du Syndicat canadien de la fonction publique,",Annick Desjardins,1
Syndicat professionnel des ingénieurs d'Hydro-Québec inc.,Catherine Massé-Lacoste,1
Syndicat professionnel des ingénieurs d'Hydro-Québec inc.,Claude Tardif,1
Te'mexw Treaty Association,Claire Truesdale,1
Te'mexw Treaty Association,Elin R.S. Sigurdson,1
Te'mexw Treaty Association,Karey Brooks,1
Te'mexw Treaty Association,Robert J.M. Janes,2
Te'mexw Treaty Association,Robert Janes (QC),1
Telus Communications Inc.,Christopher C. Rootham,1
Telus Communications Inc.,Michael Ryan,1
Teslin Tlingit Council,Grace Hermansen,1
Teslin Tlingit Council,Jeffrey Nicholls,1
Teslin Tlingit Council,Kate Blomfield,1
The City of Calgary,Henry Chan,1
The National Association of Pharmacy Regulatory Authorities,Annabritt N. Chisholm,2
The National Association of Pharmacy Regulatory Authorities,William W. Shores (KC),2
Thornhill Investments Inc.,Luc Béliveau,1
Thornhill Investments Inc.,Nicolas Mancini,1
Thunderchild First Nation,Dusty T. Ernewein,1
Thunderchild First Nation,Lorne R. Fagnan,1
Toronto District School Board,Leola Pon,1
Toronto District School Board,Paul Koven,1
"Toronto Police Association, Canadian Police Association",Marjan Delavar,1
"Toronto Police Association, Canadian Police Association",Timothy S.B. Danson,1
Toronto Police Chief James Ramer,Cynthia B. Kuehl,1
Toronto Police Chief James Ramer,Earl A. Cherniak (QC),1
Treaty 8 First Nations of Alberta,Bruce McIvor,1
Treaty 8 First Nations of Alberta,Kate Gunn,1
Treaty One First Nations,David Khan,1
Treaty One First Nations,Jeffrey R.W. Rath,1
Trial Lawyers Association of British Columbia,Ariane Bisaillon,1
Trial Lawyers Association of British Columbia,Aubin P. Calvert,5
Trial Lawyers Association of British Columbia,Daniel J. Song (KC),1
Trial Lawyers Association of British Columbia,Devin Eeg,2
Trial Lawyers Association of British Columbia,Eric V. Gottardi (KC),1
Trial Lawyers Association of British Columbia,Mark Iyengar,1
Trial Lawyers Association of British Columbia,Mathew P. Good,1
Trial Lawyers Association of British Columbia,Ryan D.W. Dalziel (QC),2
Trial Lawyers Association of British Columbia,Sarah Pringle,2
Trial Lawyers Association of British Columbia,Tony C. Paisana,1
Tribal Chiefs Ventures Inc.,Aaron Christoff,1
Tribal Chiefs Ventures Inc.,Brent Murphy,1
Tribunal administratif du Québec,Nicholas Frenette-Béland,1
Tsawout First Nation,John W. Gailus,1
"Tsawout First Nation, Tsartlip First Nation, Snuneymuxw First Nation and Kwakiutl First Nation",Christopher G. Devlin,1
"Tsawout First Nation, Tsartlip First Nation, Snuneymuxw First Nation and Kwakiutl First Nation",John W. Gailus,1
Ultramar Ltd,Caroline Plante,1
Ultramar Ltd,Julie Girard,1
Ultramar Ltd,Louis P. Bélanger (QC),1
Union des municipalités du Québec,Jacques S. Darche,1
Union des municipalités du Québec,Julien Boudreault,1
Union des municipalités du Québec,Marc Duchesne,1
"Union of British Columbia Indian Chiefs, First Nations Summit of British Columbia and British Columbia Assembly of First Nations",Fraser Harland,1
"Union of British Columbia Indian Chiefs, First Nations Summit of British Columbia and British Columbia Assembly of First Nations",Gib van Ert,1
"Union of British Columbia Indian Chiefs, First Nations Summit of British Columbia and British Columbia Assembly of First Nations",Mary Ellen Turpel-Lafond,1
Unitarian Congregation of Saskatoon and Canadian Unitarian Council,Arif Chowdhury,1
United Church of Canada,Ben Millard,1
United Church of Canada,Beth Symes,1
United Church of Canada,Sean Dewart,1
United Church of Canada,Tim Gleason,1
United Food and Commercial Workers Canada,Joshua Mandryk,1
United Food and Commercial Workers Canada,Steven M. Barrett,1
United Nations High Commissioner for Refugees,John Terry,2
United Nations High Commissioner for Refugees,Rana R. Khan,2
United Nations High Commissioner for Refugees,Ryan Lax,1
United Nurses of Alberta,Chivers Carpenter,1
United Nurses of Alberta,Ritu Khullar,1
United Nurses of Alberta,Ritu Khullar (QC),1
United Nurses of Alberta,Vanessa Cosco,1
Universy Galt Service Inc.,Simon Letendre,1
Urban Alliance on Race Relations,Anthony N. Morgan,1
Urban Alliance on Race Relations,Julian N. Falconer,1
Urban Alliance on Race Relations,Maureen Whelton,1
Urban Alliance on Race Relations,Neil Wilson,1
Urban Development Institute - Pacific Region,Andrew Morrison,1
"Valérie Houde, Sylvie Fréchette, Robert Beaurivage",Maxime Bernatchez,1
Vancouver Aboriginal Child and Family Services Society,Maxime Faille,1
Vancouver Area Human Rights Coalition Society,Ryan D.W. Dalziel,1
Vancouver Area Network of Drug Users,Jason B. Gratl,1
Vancouver Area Network of Drug Users,Toby Rauch-Davis,1
Vancouver Coastal Health Authority,Sheila Tucker,1
Vancouver Rape Relief Society,Gwendoline Allison,1
Vancouver Rape Relief Society,Janine Benedet,1
"Vancouver Rape Relief Society, Concentration des luttes contre l'exploitation sexuelle, Aboriginal Women's Action Network, Formerly Exploited Voices Now Educating, London Abused Women's Centre and Strength in Sisterhood (Women's Equality Coalition)",Gwendoline Allison,1
"Vancouver Rape Relief Society, Concentration des luttes contre l'exploitation sexuelle, Aboriginal Women's Action Network, Formerly Exploited Voices Now Educating, London Abused Women's Centre and Strength in Sisterhood (Women's Equality Coalition)",Janine Benedet,1
Vancouver area Network of Drug users (VANDU),John W. Conroy (QC),1
Vancouver area Network of Drug users (VANDU),Stephen J. Mulhall (QC),1
Ville de Laval,Elizabeth Ferland,1
Ville de Laval,Marc-André Russell,1
Ville de Laval,Valentina Tenti,1
Watch Tower Bible and Tract Society of Canada,David M. Gnam,1
Watch Tower Bible and Tract Society of Canada,Jayden MacEwan,1
West Coast LEAF Association,Claire E. Hunter (KC),1
West Coast LEAF Association,Diana C. Sepulveda,1
West Coast LEAF Association,Kate Feeney,1
West Coast LEAF Association,Kimberley Hawkins,1
West Coast Legal Education and Action Fund,Adrienne S. Smith,1
West Coast Legal Education and Action Fund,Jason Harman,1
West Coast Legal Education and Action Fund,Kate Feeney,1
West Coast Legal Education and Action Fund,Tim Dickson,1
West Coast Legal Education and Action Fund Association,Dustin Klaudt,1
West Coast Legal Education and Action Fund Association,Jennifer Crossman,1
West Coast Legal Education and Action Fund Association,Jennifer Klinck,1
West Coast Legal Education and Action Fund Association,Jessica Lithwick,1
West Coast Legal Education and Action Fund Association,Joshua Sealy-Harrington,1
West Coast Legal Education and Action Fund Association,Kate Feeney,1
West Coast Legal Education and Action Fund Association and Women's Legal Education and Action Fund Inc.,Jennifer Klinck,1
West Coast Legal Education and Action Fund Association and Women's Legal Education and Action Fund Inc.,Joshua Sealy-Harrington,1
West Coast Legal Education and Action Fund and Women Against Violence Against Women Rape Crisis Centre,Gloria Ng,1
West Coast Legal Education and Action Fund and Women Against Violence Against Women Rape Crisis Centre,Kate Feeney,1
"West Coast Legal Education and Action Fund, Atira Women's Resource Society, B.W.S.S. Battered Women Support Services Association, Women Against Violence Against Women Rape Crisis Center",Amber Prince,1
"West Coast Legal Education and Action Fund, Atira Women's Resource Society, B.W.S.S. Battered Women Support Services Association, Women Against Violence Against Women Rape Crisis Center",David Wotherspoon,2
"West Coast Legal Education and Action Fund, Atira Women's Resource Society, B.W.S.S. Battered Women Support Services Association, Women Against Violence Against Women Rape Crisis Center",Rajit Mittal,2
West Coast Prison Justice Society,Alexa Biscaro,1
West Coast Prison Justice Society,Alina Chekh,1
West Coast Prison Justice Society,Danielle Wierenga,1
West Coast Prison Justice Society,David Honeyman,1
West Coast Prison Justice Society,Greg J. Allen,2
West Coast Prison Justice Society,John Trueman,1
West Coast Prison Justice Society,Kenneth K. Leung,1
West Coast Prison Justice Society,Nojan Kamoosi,1
West Coast Prison Justice Society,Sarah Ivany,1
"West Coast Prison Justice Society, Prisoners' Legal Services",Avnish Nanda,1
West Coast Women's Legal Education and Action Fund,Clea F. Parfitt,1
West Coast Women's Legal Education and Action Fund,Francesca V. Marzari,1
West Coast Women's Legal Education and Action Fund,Jessica Lithwick,1
West Coast Women's Legal Education and Action Fund,Joana Thackeray,1
West Coast Women's Legal Education and Action Fund,Kasandra Cronin,1
West Coast Women's Legal Education and Action Fund,Kasari Govender,1
West Coast Women's Legal Education and Action Fund,Rajwant Mangat,2
West Coast Women's Legal Education and Action Fund,Robyn Trask,1
West Moberly First Nations and Prophet River First Nation,Darryl Korell,1
West Moberly First Nations and Prophet River First Nation,John W. Gailus,1
Western Canada Lottery Corporation,James S. Ehmann (QC),1
Western Canada Lottery Corporation,Keith Kilback,1
Whitecap Dakota First Nation,Keith Brown,1
Whitecap Dakota First Nation,Maxime Faille,1
Women of the Métis Nation / Les Femmes Michif Otipemisiwak,Jean Teillet,1
Women's Legal Education and Action Fund (LEAF),Alex Fidler-Wener,1
Women's Legal Education and Action Fund (LEAF),Alexandra Heine,1
Women's Legal Education and Action Fund (LEAF),Alisa R. Lombard,1
Women's Legal Education and Action Fund (LEAF),Andrea Gonsalves,1
Women's Legal Education and Action Fund (LEAF),Aubrey Charette,1
Women's Legal Education and Action Fund (LEAF),Danielle Bisnar,1
Women's Legal Education and Action Fund (LEAF),Daphne Gilbert,1
Women's Legal Education and Action Fund (LEAF),Dianne Pothier,1
Women's Legal Education and Action Fund (LEAF),Frances Mahon,2
Women's Legal Education and Action Fund (LEAF),Gilian Hnatiw,1
Women's Legal Education and Action Fund (LEAF),Harkirat Khosa,1
Women's Legal Education and Action Fund (LEAF),Janet Borowy,1
Women's Legal Education and Action Fund (LEAF),Jessica Orkin,1
Women's Legal Education and Action Fund (LEAF),Jo-Ann R. Kolmes,1
Women's Legal Education and Action Fund (LEAF),Joanna Birenbaum,1
Women's Legal Education and Action Fund (LEAF),Joanna L. Birenbaum,3
Women's Legal Education and Action Fund (LEAF),Joanna Radbord,1
Women's Legal Education and Action Fund (LEAF),Johanne Elizabeth O’Hanlon,1
Women's Legal Education and Action Fund (LEAF),Karen Segal,2
Women's Legal Education and Action Fund (LEAF),Kate A. Hughes,1
Women's Legal Education and Action Fund (LEAF),Kim Stanton,1
Women's Legal Education and Action Fund (LEAF),Lara Kinkartz,1
Women's Legal Education and Action Fund (LEAF),Martha McCarthy,1
Women's Legal Education and Action Fund (LEAF),Megan Stephens,1
Women's Legal Education and Action Fund (LEAF),Olivia Eng,1
Women's Legal Education and Action Fund (LEAF),Shaun O’Brien,1
Women's Legal Education and Action Fund (LEAF),Susan Chapman,1
Women's Legal Education and Action Fund Inc. (LEAF),Lara Kinkartz,1
Women's Legal Education and Action Fund Inc. (LEAF),Megan Stephens,1
Women's Legal Education and Action Fund and Disabled Women's Network Canada,Anne-France Goldwater,1
Women's Legal Education and Action Fund and Disabled Women's Network Canada,Joanna L. Birenbaum,1
Women's Legal Education and Action Fund and Disabled Women's Network Canada,Robert Leckey,1
"Women's Legal Education and Action Fund, Native Women's Association of Canada",K.R. Virginia Lomax,1
"Women's Legal Education and Action Fund, Native Women's Association of Canada",Kim Stanton,1
"Women's Legal Education and Action Fund, Native Women's Association of Canada",Mary Eberts,1
"Women's Legal Education and Action Fund, New Brunswick Coalition for Pay Equity",Fay Faraday,1
"Women's Legal Education and Action Fund, New Brunswick Coalition for Pay Equity",Janet Borowy,1
Woodland Cree First Nation,Robert Reynolds (KC),1
Workers' Compensation Appeals Tribunal (Northwest Territories and Nunavut) and Workers' Compensation Appeals Tribunal (Nova Scotia),Ana Rodriguez,2
Workers' Compensation Appeals Tribunal (Northwest Territories and Nunavut) and Workers' Compensation Appeals Tribunal (Nova Scotia),David Corbett,2
Workers' Compensation Appeals Tribunal (Northwest Territories and Nunavut) and Workers' Compensation Appeals Tribunal (Nova Scotia),Kayla Seyler,2
Workers' Compensation Appeals Tribunal (Northwest Territories and Nunavut) and Workers' Compensation Appeals Tribunal (Nova Scotia),Michelle Alton,2
Workers' Compensation Board of British Columbia,Ben Parkin,1
Workers' Compensation Board of British Columbia,Johanna Goosen,1
Workers' Compensation Board of British Columbia,Laurel M. Courtenay,1
Workers' Compensation Board of British Columbia,Scott A. Nielsen,1
Workers' Compensation Board of Nova Scotia,Madeleine F. Hearns,1
Workers' Compensation Board of Nova Scotia,Roderick (Rory) H. Rogers (QC),1
Workers' Compensation Board of Nova Scotia,Scott R. Campbell,1
Workers' Health and Safety Legal Clinic,John Bartolomeo,1
Workers' Health and Safety Legal Clinic,Kevin Simms,1
Workers’ Compensation Board of British Columbia,Johanna Goosen,2
Workplace Safety and Insurance Appeals Tribunal (Ontario),Ana Rodriguez,1
Workplace Safety and Insurance Appeals Tribunal (Ontario),David Corbett,1
Workplace Safety and Insurance Appeals Tribunal (Ontario),Kayla Seyler,1
Workplace Safety and Insurance Appeals Tribunal (Ontario),Michelle Alton,1
Workplace safety and Insurance Appeals Tribunal (Ontario),Ana Rodriguez,1
Workplace safety and Insurance Appeals Tribunal (Ontario),David Corbett,1
Workplace safety and Insurance Appeals Tribunal (Ontario),Kayla Seyler,1
Workplace safety and Insurance Appeals Tribunal (Ontario),Michelle Alton,1
World Sikh Organization of Canada,Avnish Nanda,3
World Sikh Organization of Canada,Balpreet Singh Boparai,4
World Sikh Organization of Canada,Palbinder K. Shergill (QC),1
World Wildlife Fund Canada,Avnish Nanda,1
World Wildlife Fund Canada,Martin Olszynski,1
Writers Guild of Canada and Canadian Screenwriters Collection Society,Joshua Phillips,1
Writers Guild of Canada and Canadian Screenwriters Collection Society,Karen Ensslen,1
Young Bar Association of Montreal,Audrey Boctor,1
Young Bar Association of Montreal,Mathieu Bouchard,1
Young Bar Association of Montreal,Éric Cadi,1
Young Canadian Arbitration Practitioners,Eric Morgan,1
Young Canadian Arbitration Practitioners,John Siwiec,1
Yukon Francophone School Board,Paul Daly,1
Yukon Legal Services Society,Andrew Stobo Sniderman,1
Yukon Legal Services Society,Vincent Larochelle,2
"Zulkoskey, Tania",Nadia Lambek,1
"Zulkoskey, Tania",Stephen J. Moreau,1
